"Gene","Chromosome","Arm","Cytoband","Start","ChrArm"
"KMT2A","Chr11","q","11q23.3",118436456,"Chr11q"
"ALL-1","Chr11","q","11q23.3",118436456,"Chr11q"
"ALL1","Chr11","q","11q23.3",118436456,"Chr11q"
"CXXC7","Chr11","q","11q23.3",118436456,"Chr11q"
"HRX","Chr11","q","11q23.3",118436456,"Chr11q"
"HTRX","Chr11","q","11q23.3",118436456,"Chr11q"
"HTRX1","Chr11","q","11q23.3",118436456,"Chr11q"
"MLL","Chr11","q","11q23.3",118436456,"Chr11q"
"MLL1","Chr11","q","11q23.3",118436456,"Chr11q"
"MLL1A","Chr11","q","11q23.3",118436456,"Chr11q"
"TRX1","Chr11","q","11q23.3",118436456,"Chr11q"
"TTC36-AS1","Chr11","q","11q23.3",118510273,"Chr11q"
"TTC36","Chr11","q","11q23.3",118527472,"Chr11q"
"HBP21","Chr11","q","11q23.3",118527472,"Chr11q"
"TMEM25","Chr11","q","11q23.3",118531041,"Chr11q"
"FLJ14399","Chr11","q","11q23.3",118531041,"Chr11q"
"IFT46","Chr11","q","11q23.3",118544528,"Chr11q"
"C11ORF60","Chr11","q","11q23.3",118544528,"Chr11q"
"CFAP32","Chr11","q","11q23.3",118544528,"Chr11q"
"FAP32","Chr11","q","11q23.3",118544528,"Chr11q"
"FLJ21827","Chr11","q","11q23.3",118544528,"Chr11q"
"C11ORF60","Chr11","q","11q23.3",118544528,"Chr11q"
"RPL5P30","Chr11","q","11q23.3",118560690,"Chr11q"
"ARCN1","Chr11","q","11q23.3",118572390,"Chr11q"
"COPD","Chr11","q","11q23.3",118572390,"Chr11q"
"RNU6-1157P","Chr11","q","11q23.3",118593988,"Chr11q"
"PHLDB1","Chr11","q","11q23.3",118606440,"Chr11q"
"FLJ00141","Chr11","q","11q23.3",118606440,"Chr11q"
"KIAA0638","Chr11","q","11q23.3",118606440,"Chr11q"
"LL5A","Chr11","q","11q23.3",118606440,"Chr11q"
"MIR6716","Chr11","q","11q23.3",118644000,"Chr11q"
"HSA-MIR-6716","Chr11","q","11q23.3",118644000,"Chr11q"
"TREH","Chr11","q","11q23.3",118657316,"Chr11q"
"MGC129621","Chr11","q","11q23.3",118657316,"Chr11q"
"TRE","Chr11","q","11q23.3",118657316,"Chr11q"
"TREA","Chr11","q","11q23.3",118657316,"Chr11q"
"TREHP1","Chr11","q","11q23.3",118688033,"Chr11q"
"RNU6-376P","Chr11","q","11q23.3",118702342,"Chr11q"
"DDX6","Chr11","q","11q23.3",118747763,"Chr11q"
"HLR2","Chr11","q","11q23.3",118747763,"Chr11q"
"RCK/P54","Chr11","q","11q23.3",118747763,"Chr11q"
"COX7CP3","Chr11","q","11q23.3",118821895,"Chr11q"
"SETP16","Chr11","q","11q23.3",118833846,"Chr11q"
"CXCR5","Chr11","q","11q23.3",118883892,"Chr11q"
"BLR1","Chr11","q","11q23.3",118883892,"Chr11q"
"CD185","Chr11","q","11q23.3",118883892,"Chr11q"
"MDR15","Chr11","q","11q23.3",118883892,"Chr11q"
"BCL9L","Chr11","q","11q23.3",118893875,"Chr11q"
"B9L","Chr11","q","11q23.3",118893875,"Chr11q"
"BCL9-2","Chr11","q","11q23.3",118893875,"Chr11q"
"DLNB11","Chr11","q","11q23.3",118893875,"Chr11q"
"MIR4492","Chr11","q","11q23.3",118910708,"Chr11q"
"HSA-MIR-4492","Chr11","q","11q23.3",118910708,"Chr11q"
"UPK2","Chr11","q","11q23.3",118925164,"Chr11q"
"MGC138598","Chr11","q","11q23.3",118925164,"Chr11q"
"UPII","Chr11","q","11q23.3",118925164,"Chr11q"
"RN7SL688P","Chr11","q","11q23.3",118931216,"Chr11q"
"FOXR1","Chr11","q","11q23.3",118971712,"Chr11q"
"DLNB13","Chr11","q","11q23.3",118971712,"Chr11q"
"FOXN5","Chr11","q","11q23.3",118971712,"Chr11q"
"CENATAC-DT","Chr11","q","11q23.3",118994824,"Chr11q"
"CCDC84-DT","Chr11","q","11q23.3",118994824,"Chr11q"
"CENATAC","Chr11","q","11q23.3",118998138,"Chr11q"
"CCDC84","Chr11","q","11q23.3",118998138,"Chr11q"
"DLNB14","Chr11","q","11q23.3",118998138,"Chr11q"
"RPL23AP64","Chr11","q","11q23.3",119003012,"Chr11q"
"RPS25","Chr11","q","11q23.3",119015712,"Chr11q"
"ES25","Chr11","q","11q23.3",119015712,"Chr11q"
"S25","Chr11","q","11q23.3",119015712,"Chr11q"
"TRAPPC4","Chr11","q","11q23.3",119018763,"Chr11q"
"PTD009","Chr11","q","11q23.3",119018763,"Chr11q"
"SBDN","Chr11","q","11q23.3",119018763,"Chr11q"
"TRS23","Chr11","q","11q23.3",119018763,"Chr11q"
"SLC37A4","Chr11","q","11q23.3",119023751,"Chr11q"
"G6PT","Chr11","q","11q23.3",119023751,"Chr11q"
"G6PT1","Chr11","q","11q23.3",119023751,"Chr11q"
"G6PT2","Chr11","q","11q23.3",119023751,"Chr11q"
"G6PT3","Chr11","q","11q23.3",119023751,"Chr11q"
"GSD1B","Chr11","q","11q23.3",119023751,"Chr11q"
"GSD1C","Chr11","q","11q23.3",119023751,"Chr11q"
"GSD1D","Chr11","q","11q23.3",119023751,"Chr11q"
"SPX4","Chr11","q","11q23.3",119023751,"Chr11q"
"HYOU1","Chr11","q","11q23.3",119044188,"Chr11q"
"HYOU1-AS1","Chr11","q","11q23.3",119044188,"Chr11q"
"GRP170","Chr11","q","11q23.3",119044188,"Chr11q"
"HSP12A","Chr11","q","11q23.3",119044188,"Chr11q"
"ORP150","Chr11","q","11q23.3",119044188,"Chr11q"
"HYOU1-AS","Chr11","q","11q23.3",119044188,"Chr11q"
"VPS11-DT","Chr11","q","11q23.3",119067374,"Chr11q"
"TCONS_00019777","Chr11","q","11q23.3",119067374,"Chr11q"
"VPS11","Chr11","q","11q23.3",119067818,"Chr11q"
"PEP5","Chr11","q","11q23.3",119067818,"Chr11q"
"RNF108","Chr11","q","11q23.3",119067818,"Chr11q"
"HMBS","Chr11","q","11q23.3",119084866,"Chr11q"
"PBGD","Chr11","q","11q23.3",119084866,"Chr11q"
"PORC","Chr11","q","11q23.3",119084866,"Chr11q"
"UPS","Chr11","q","11q23.3",119084866,"Chr11q"
"H2AX","Chr11","q","11q23.3",119093874,"Chr11q"
"H2AFX","Chr11","q","11q23.3",119093874,"Chr11q"
"DPAGT1","Chr11","q","11q23.3",119096025,"Chr11q"
"ALG7","Chr11","q","11q23.3",119096025,"Chr11q"
"CDG-IJ","Chr11","q","11q23.3",119096025,"Chr11q"
"D11S366","Chr11","q","11q23.3",119096025,"Chr11q"
"DGPT","Chr11","q","11q23.3",119096025,"Chr11q"
"DPAGT","Chr11","q","11q23.3",119096025,"Chr11q"
"DPAGT2","Chr11","q","11q23.3",119096025,"Chr11q"
"C2CD2L","Chr11","q","11q23.3",119102198,"Chr11q"
"KIAA0285","Chr11","q","11q23.3",119102198,"Chr11q"
"TMEM24","Chr11","q","11q23.3",119102198,"Chr11q"
"HINFP","Chr11","q","11q23.3",119121580,"Chr11q"
"DKFZP434F162","Chr11","q","11q23.3",119121580,"Chr11q"
"HINF-P","Chr11","q","11q23.3",119121580,"Chr11q"
"MIZF","Chr11","q","11q23.3",119121580,"Chr11q"
"ZNF743","Chr11","q","11q23.3",119121580,"Chr11q"
"ABCG4","Chr11","q","11q23.3",119149052,"Chr11q"
"WHITE2","Chr11","q","11q23.3",119149052,"Chr11q"
"NLRX1","Chr11","q","11q23.3",119166568,"Chr11q"
"CLR11.3","Chr11","q","11q23.3",119166568,"Chr11q"
"NOD9","Chr11","q","11q23.3",119166568,"Chr11q"
"NHERF4","Chr11","q","11q23.3",119185457,"Chr11q"
"FLJ22756","Chr11","q","11q23.3",119185457,"Chr11q"
"IKEPP","Chr11","q","11q23.3",119185457,"Chr11q"
"NAPI-CAP2","Chr11","q","11q23.3",119185457,"Chr11q"
"PDZD3","Chr11","q","11q23.3",119185457,"Chr11q"
"PDZK2","Chr11","q","11q23.3",119185457,"Chr11q"
"CCDC153","Chr11","q","11q23.3",119190250,"Chr11q"
"LOC283152","Chr11","q","11q23.3",119190250,"Chr11q"
"CBL","Chr11","q","11q23.3",119206298,"Chr11q"
"C-CBL","Chr11","q","11q23.3",119206298,"Chr11q"
"CBL2","Chr11","q","11q23.3",119206298,"Chr11q"
"RNF55","Chr11","q","11q23.3",119206298,"Chr11q"
"RNU6-262P","Chr11","q","11q23.3",119289562,"Chr11q"
"MCAM","Chr11","q","11q23.3",119308529,"Chr11q"
"CD146","Chr11","q","11q23.3",119308529,"Chr11q"
"HEMCAM","Chr11","q","11q23.3",119308529,"Chr11q"
"MELCAM","Chr11","q","11q23.3",119308529,"Chr11q"
"METCAM","Chr11","q","11q23.3",119308529,"Chr11q"
"MUC18","Chr11","q","11q23.3",119308529,"Chr11q"
"MIR6756","Chr11","q","11q23.3",119312950,"Chr11q"
"HSA-MIR-6756","Chr11","q","11q23.3",119312950,"Chr11q"
"RNF26","Chr11","q","11q23.3",119334527,"Chr11q"
"MGC2642","Chr11","q","11q23.3",119334527,"Chr11q"
"C1QTNF5","Chr11","q","11q23.3",119338942,"Chr11q"
"MFRP","Chr11","q","11q23.3",119338942,"Chr11q"
"CTRP5","Chr11","q","11q23.3",119338942,"Chr11q"
"DKFZP586B0621","Chr11","q","11q23.3",119338942,"Chr11q"
"LORD","Chr11","q","11q23.3",119338942,"Chr11q"
"FLJ30570","Chr11","q","11q23.3",119338942,"Chr11q"
"NNO2","Chr11","q","11q23.3",119338942,"Chr11q"
"RD6","Chr11","q","11q23.3",119338942,"Chr11q"
"USP2","Chr11","q","11q23.3",119355215,"Chr11q"
"UBP41","Chr11","q","11q23.3",119355215,"Chr11q"
"USP2-AS1","Chr11","q","11q23.3",119356467,"Chr11q"
"GLINC","Chr11","q","11q23.3",119356467,"Chr11q"
"THY1-AS1","Chr11","q","11q23.3",119356467,"Chr11q"
"THY1","Chr11","q","11q23.3",119415476,"Chr11q"
"CD90","Chr11","q","11q23.3",119415476,"Chr11q"
"RP11-334E6.12","Chr11","q","11q23.3",119417951,"Chr11q"
"DUXAP5","Chr11","q","11q23.3",119444991,"Chr11q"
"KRT8P7","Chr11","q","11q23.3",119602875,"Chr11q"
"NECTIN1","Chr11","q","11q23.3",119623408,"Chr11q"
"CD111","Chr11","q","11q23.3",119623408,"Chr11q"
"CLPED1","Chr11","q","11q23.3",119623408,"Chr11q"
"ED4","Chr11","q","11q23.3",119623408,"Chr11q"
"HIGR","Chr11","q","11q23.3",119623408,"Chr11q"
"HVEC","Chr11","q","11q23.3",119623408,"Chr11q"
"NECTIN-1","Chr11","q","11q23.3",119623408,"Chr11q"
"OFC7","Chr11","q","11q23.3",119623408,"Chr11q"
"PRR","Chr11","q","11q23.3",119623408,"Chr11q"
"PRR1","Chr11","q","11q23.3",119623408,"Chr11q"
"PVRL1","Chr11","q","11q23.3",119623408,"Chr11q"
"PVRR1","Chr11","q","11q23.3",119623408,"Chr11q"
"SK-12","Chr11","q","11q23.3",119623408,"Chr11q"
"RNU6-1123P","Chr11","q","11q23.3",119656311,"Chr11q"
"NECTIN1-AS1","Chr11","q","11q23.3",119709920,"Chr11q"
"NECTIN1-DT","Chr11","q","11q23.3",119729583,"Chr11q"
"LINC02744","Chr11","q","11q23.3",119987952,"Chr11q"
"TRIM29","Chr11","q","11q23.3",120111286,"Chr11q"
"FLJ36085","Chr11","q","11q23.3",120111286,"Chr11q"
"OAF","Chr11","q","11q23.3",120211032,"Chr11q"
"MGC52117","Chr11","q","11q23.3",120211032,"Chr11q"
"POU2F3","Chr11","q","11q23.3",120236640,"Chr11q"
"EPOC-1","Chr11","q","11q23.3",120236640,"Chr11q"
"OCT11","Chr11","q","11q23.3",120236640,"Chr11q"
"PLA-1","Chr11","q","11q23.3",120236640,"Chr11q"
"SKN-1A","Chr11","q","11q23.3",120236640,"Chr11q"
"TLCD5","Chr11","q","11q23.3",120325296,"Chr11q"
"MGC17839","Chr11","q","11q23.3",120325296,"Chr11q"
"TMEM136","Chr11","q","11q23.3",120325296,"Chr11q"
"ARHGEF12","Chr11","q","11q23.3",120336413,"Chr11q"
"KIAA0382","Chr11","q","11q23.3",120336413,"Chr11q"
"LARG","Chr11","q","11q23.3",120336413,"Chr11q"
"GRIK4","Chr11","q","11q23.3",120511746,"Chr11q"
"GLUK4","Chr11","q","11q23.3",120511746,"Chr11q"
"GRIK","Chr11","q","11q23.3",120511746,"Chr11q"
"KA1","Chr11","q","11q23.3",120511746,"Chr11q"
"ELOCP22","Chr11","q","11q23.3",120619934,"Chr11q"
"TCEB1P22","Chr11","q","11q23.3",120619934,"Chr11q"
"HMGB1P42","Chr11","q","11q23.3",120936102,"Chr11q"
"TBCEL","Chr11","q","11q23.3",121024072,"Chr11q"
"LRRC35","Chr11","q","11q23.3",121024072,"Chr11q"
"MGC10233","Chr11","q","11q23.3",121024072,"Chr11q"
"TBCEL-TECTA","Chr11","q","11q23.3",121024125,"Chr11q"
"TECTA","Chr11","q","11q23.3",121101243,"Chr11q"
"DFNA12","Chr11","q","11q23.3",121101243,"Chr11q"
"DFNA8","Chr11","q","11q23.3",121101243,"Chr11q"
"DFNB21","Chr11","q","11q23.3",121101243,"Chr11q"
"TRPC6P5","Chr11","q","11q23.3",121238304,"Chr11q"
"RPS4XP12","Chr11","q","11q23.3",121250270,"Chr11q"
"RPS4P12","Chr11","q","11q23.3",121250270,"Chr11q"
"SC5D","Chr11","q","11q23.3",121292681,"Chr11q"
"SC5DL","Chr11","q","11q23.3",121292681,"Chr11q"
"BMPR1AP2","Chr11","q","11q24.1",121361854,"Chr11q"
"BMPR1APS2","Chr11","q","11q24.1",121361854,"Chr11q"
"SORL1-AS1","Chr11","q","11q24.1",121447331,"Chr11q"
"51A","Chr11","q","11q24.1",121447331,"Chr11q"
"SORL1","Chr11","q","11q24.1",121452314,"Chr11q"
"C11ORF32","Chr11","q","11q24.1",121452314,"Chr11q"
"GP250","Chr11","q","11q24.1",121452314,"Chr11q"
"LR11","Chr11","q","11q24.1",121452314,"Chr11q"
"LRP9","Chr11","q","11q24.1",121452314,"Chr11q"
"SORLA","Chr11","q","11q24.1",121452314,"Chr11q"
"SORLA-1","Chr11","q","11q24.1",121452314,"Chr11q"
"RNU6-256P","Chr11","q","11q24.1",122004355,"Chr11q"
"MIR100HG","Chr11","q","11q24.1",122028325,"Chr11q"
"AGD1","Chr11","q","11q24.1",122028325,"Chr11q"
"LINC-NED125","Chr11","q","11q24.1",122028325,"Chr11q"
"LNCRNA-N2","Chr11","q","11q24.1",122028325,"Chr11q"
"MIR125B1","Chr11","q","11q24.1",122099757,"Chr11q"
"HSA-MIR-125B-1","Chr11","q","11q24.1",122099757,"Chr11q"
"MIRN125B1","Chr11","q","11q24.1",122099757,"Chr11q"
"BLID","Chr11","q","11q24.1",122115340,"Chr11q"
"BRCC2","Chr11","q","11q24.1",122115340,"Chr11q"
"MIRLET7A2","Chr11","q","11q24.1",122146522,"Chr11q"
"HSA-LET-7A-2","Chr11","q","11q24.1",122146522,"Chr11q"
"MIRNLET7A2","Chr11","q","11q24.1",122146522,"Chr11q"
"MIR100","Chr11","q","11q24.1",122152229,"Chr11q"
"HSA-MIR-100","Chr11","q","11q24.1",122152229,"Chr11q"
"MIRN100","Chr11","q","11q24.1",122152229,"Chr11q"
"RNU4ATAC10P","Chr11","q","11q24.1",122449210,"Chr11q"
"RNU4ATAC5P","Chr11","q","11q24.1",122451474,"Chr11q"
"RNU6-592P","Chr11","q","11q24.1",122579205,"Chr11q"
"GLULP3","Chr11","q","11q24.1",122613444,"Chr11q"
"GLULL3","Chr11","q","11q24.1",122613444,"Chr11q"
"UBASH3B","Chr11","q","11q24.1",122655722,"Chr11q"
"KIAA1959","Chr11","q","11q24.1",122655722,"Chr11q"
"STS-1","Chr11","q","11q24.1",122655722,"Chr11q"
"TULA-2","Chr11","q","11q24.1",122655722,"Chr11q"
"TULA2","Chr11","q","11q24.1",122655722,"Chr11q"
"CRTAM","Chr11","q","11q24.1",122838500,"Chr11q"
"CD355","Chr11","q","11q24.1",122838500,"Chr11q"
"JHY","Chr11","q","11q24.1",122882683,"Chr11q"
"C11ORF63","Chr11","q","11q24.1",122882683,"Chr11q"
"FLJ23554","Chr11","q","11q24.1",122882683,"Chr11q"
"RNU4-23P","Chr11","q","11q24.1",122927034,"Chr11q"
"ATP5PBP5","Chr11","q","11q24.1",122960327,"Chr11q"
"ATP5F1P5","Chr11","q","11q24.1",122960327,"Chr11q"
"BSX","Chr11","q","11q24.1",122977570,"Chr11q"
"BSX1","Chr11","q","11q24.1",122977570,"Chr11q"
"SAE1P1","Chr11","q","11q24.1",123017638,"Chr11q"
"RPL34P23","Chr11","q","11q24.1",123035867,"Chr11q"
"RPS26P43","Chr11","q","11q24.1",123049787,"Chr11q"
"RPL31P47","Chr11","q","11q24.1",123051161,"Chr11q"
"HSPA8","Chr11","q","11q24.1",123057489,"Chr11q"
"HSC70","Chr11","q","11q24.1",123057489,"Chr11q"
"HSC71","Chr11","q","11q24.1",123057489,"Chr11q"
"HSP73","Chr11","q","11q24.1",123057489,"Chr11q"
"HSPA10","Chr11","q","11q24.1",123057489,"Chr11q"
"HEL-S-72P","Chr11","q","11q24.1",123057489,"Chr11q"
"SNORD14E","Chr11","q","11q24.1",123058077,"Chr11q"
"SNORD14D","Chr11","q","11q24.1",123058909,"Chr11q"
"SNORD14C","Chr11","q","11q24.1",123059335,"Chr11q"
"CLMP","Chr11","q","11q24.1",123069872,"Chr11q"
"ACAM","Chr11","q","11q24.1",123069872,"Chr11q"
"ASAM","Chr11","q","11q24.1",123069872,"Chr11q"
"FLJ22415","Chr11","q","11q24.1",123069872,"Chr11q"
"LINC02727","Chr11","q","11q24.1",123313657,"Chr11q"
"PHB1P17","Chr11","q","11q24.1",123340174,"Chr11q"
"PHBP17","Chr11","q","11q24.1",123340174,"Chr11q"
"GRAMD1B","Chr11","q","11q24.1",123358428,"Chr11q"
"KIAA1201","Chr11","q","11q24.1",123358428,"Chr11q"
"LINC01059","Chr11","q","11q24.1",123358428,"Chr11q"
"MIR4493","Chr11","q","11q24.1",123381440,"Chr11q"
"HSA-MIR-4493","Chr11","q","11q24.1",123381440,"Chr11q"
"SF3A3P2","Chr11","q","11q24.1",123597946,"Chr11q"
"SCN3B","Chr11","q","11q24.1",123629187,"Chr11q"
"HSA243396","Chr11","q","11q24.1",123629187,"Chr11q"
"SCNB3","Chr11","q","11q24.1",123629187,"Chr11q"
"ZNF202","Chr11","q","11q24.1",123723914,"Chr11q"
"ZKSCAN10","Chr11","q","11q24.1",123723914,"Chr11q"
"ZSCAN42","Chr11","q","11q24.1",123723914,"Chr11q"
"OR6X1","Chr11","q","11q24.1",123753580,"Chr11q"
"RNU1-21P","Chr11","q","11q24.1",123763927,"Chr11q"
"OR6M1","Chr11","q","11q24.1",123805408,"Chr11q"
"OR6M2P","Chr11","q","11q24.1",123841006,"Chr11q"
"OR6M3P","Chr11","q","11q24.1",123861822,"Chr11q"
"TMEM225","Chr11","q","11q24.1",123882920,"Chr11q"
"PMP22CD","Chr11","q","11q24.1",123882920,"Chr11q"
"PPP1R154","Chr11","q","11q24.1",123882920,"Chr11q"
"SPATA47","Chr11","q","11q24.1",123882920,"Chr11q"
"OR8D4","Chr11","q","11q24.1",123902167,"Chr11q"
"OR4D5","Chr11","q","11q24.1",123939617,"Chr11q"
"OR6T1","Chr11","q","11q24.1",123942867,"Chr11q"
"OR10S1","Chr11","q","11q24.1",123976661,"Chr11q"
"OR10G6","Chr11","q","11q24.1",123994163,"Chr11q"
"OR10G6P","Chr11","q","11q24.1",123994163,"Chr11q"
"OR10G6Q","Chr11","q","11q24.1",123994163,"Chr11q"
"OR10G5P","Chr11","q","11q24.2",124009655,"Chr11q"
"OR10G4","Chr11","q","11q24.2",124012997,"Chr11q"
"OR10G9","Chr11","q","11q24.2",124023013,"Chr11q"
"OR10G10P","Chr11","q","11q24.2",124023013,"Chr11q"
"OR10G8","Chr11","q","11q24.2",124026798,"Chr11q"
"OR10G7","Chr11","q","11q24.2",124036013,"Chr11q"
"OR10D5P","Chr11","q","11q24.2",124054793,"Chr11q"
"OR10D4P","Chr11","q","11q24.2",124093592,"Chr11q"
"OR10D4","Chr11","q","11q24.2",124093592,"Chr11q"
"OR10D6P","Chr11","q","11q24.2",124093592,"Chr11q"
"OR10N1P","Chr11","q","11q24.2",124105100,"Chr11q"
"VWA5A","Chr11","q","11q24.2",124115404,"Chr11q"
"BCSC-1","Chr11","q","11q24.2",124115404,"Chr11q"
"LOH11CR2A","Chr11","q","11q24.2",124115404,"Chr11q"
"OR10D1P","Chr11","q","11q24.2",124158421,"Chr11q"
"HTPCRX03","Chr11","q","11q24.2",124158421,"Chr11q"
"OR10D2P","Chr11","q","11q24.2",124158421,"Chr11q"
"OST074","Chr11","q","11q24.2",124158421,"Chr11q"
"OR10D3","Chr11","q","11q24.2",124183345,"Chr11q"
"HTPCRX09","Chr11","q","11q24.2",124183345,"Chr11q"
"OR10D3P","Chr11","q","11q24.2",124183345,"Chr11q"
"OR8F1P","Chr11","q","11q24.2",124207183,"Chr11q"
"OR8G3P","Chr11","q","11q24.2",124211707,"Chr11q"
"OR8G2P","Chr11","q","11q24.2",124224732,"Chr11q"
"HSTPCR120","Chr11","q","11q24.2",124224732,"Chr11q"
"OR8G2","Chr11","q","11q24.2",124224732,"Chr11q"
"OR8G4","Chr11","q","11q24.2",124224732,"Chr11q"
"ORL206","Chr11","q","11q24.2",124224732,"Chr11q"
"ORL486","Chr11","q","11q24.2",124224732,"Chr11q"
"TPCR120","Chr11","q","11q24.2",124224732,"Chr11q"
"OR8G7P","Chr11","q","11q24.2",124238420,"Chr11q"
"OR8G1","Chr11","q","11q24.2",124241095,"Chr11q"
"HSTPCR25","Chr11","q","11q24.2",124241095,"Chr11q"
"OR8G1P","Chr11","q","11q24.2",124241095,"Chr11q"
"TPCR25","Chr11","q","11q24.2",124241095,"Chr11q"
"OR8G5","Chr11","q","11q24.2",124256376,"Chr11q"
"OR8G5P","Chr11","q","11q24.2",124256376,"Chr11q"
"OR8G6","Chr11","q","11q24.2",124256376,"Chr11q"
"SLC5A4P1","Chr11","q","11q24.2",124273970,"Chr11q"
"OR8D1","Chr11","q","11q24.2",124302831,"Chr11q"
"OR8D3","Chr11","q","11q24.2",124302831,"Chr11q"
"OST004","Chr11","q","11q24.2",124302831,"Chr11q"
"OR8D2","Chr11","q","11q24.2",124319262,"Chr11q"
"OR8B7P","Chr11","q","11q24.2",124324871,"Chr11q"
"OR8B13P","Chr11","q","11q24.2",124324871,"Chr11q"
"OR8B6P","Chr11","q","11q24.2",124338783,"Chr11q"
"OR8B5P","Chr11","q","11q24.2",124357560,"Chr11q"
"OR8B1P","Chr11","q","11q24.2",124365634,"Chr11q"
"OR11-561","Chr11","q","11q24.2",124365634,"Chr11q"
"OR8B11P","Chr11","q","11q24.2",124365634,"Chr11q"
"OR8C1P","Chr11","q","11q24.2",124376877,"Chr11q"
"OR11-175","Chr11","q","11q24.2",124376877,"Chr11q"
"OR8C3P","Chr11","q","11q24.2",124376877,"Chr11q"
"OR8C4P","Chr11","q","11q24.2",124376877,"Chr11q"
"OR912-106","Chr11","q","11q24.2",124376877,"Chr11q"
"OR912-45","Chr11","q","11q24.2",124376877,"Chr11q"
"OR8B2","Chr11","q","11q24.2",124382394,"Chr11q"
"OR8B3","Chr11","q","11q24.2",124395534,"Chr11q"
"OR8X1P","Chr11","q","11q24.2",124404234,"Chr11q"
"OR8B4","Chr11","q","11q24.2",124423942,"Chr11q"
"OR8B4P","Chr11","q","11q24.2",124423942,"Chr11q"
"OR8B8","Chr11","q","11q24.2",124437445,"Chr11q"
"TPCR85","Chr11","q","11q24.2",124437445,"Chr11q"
"OR8A2P","Chr11","q","11q24.2",124460534,"Chr11q"
"OR8B9P","Chr11","q","11q24.2",124480999,"Chr11q"
"OR8B10P","Chr11","q","11q24.2",124516311,"Chr11q"
"OR8A3P","Chr11","q","11q24.2",124531625,"Chr11q"
"OR8B12","Chr11","q","11q24.2",124539635,"Chr11q"
"OR8A1","Chr11","q","11q24.2",124566660,"Chr11q"
"OST025","Chr11","q","11q24.2",124566660,"Chr11q"
"OR8Q1P","Chr11","q","11q24.2",124601584,"Chr11q"
"PANX3","Chr11","q","11q24.2",124611428,"Chr11q"
"PX3","Chr11","q","11q24.2",124611428,"Chr11q"
"TBRG1","Chr11","q","11q24.2",124622836,"Chr11q"
"FLJ14621","Chr11","q","11q24.2",124622836,"Chr11q"
"NIAM","Chr11","q","11q24.2",124622836,"Chr11q"
"TB-5","Chr11","q","11q24.2",124622836,"Chr11q"
"SIAE","Chr11","q","11q24.2",124633113,"Chr11q"
"CSE-C","Chr11","q","11q24.2",124633113,"Chr11q"
"LSE","Chr11","q","11q24.2",124633113,"Chr11q"
"MGC87009","Chr11","q","11q24.2",124633113,"Chr11q"
"YSG2","Chr11","q","11q24.2",124633113,"Chr11q"
"RNA5SP352","Chr11","q","11q24.2",124636459,"Chr11q"
"RN5S352","Chr11","q","11q24.2",124636459,"Chr11q"
"SPA17","Chr11","q","11q24.2",124673844,"Chr11q"
"CT22","Chr11","q","11q24.2",124673844,"Chr11q"
"NRGN","Chr11","q","11q24.2",124739942,"Chr11q"
"RC3","Chr11","q","11q24.2",124739942,"Chr11q"
"VSIG2","Chr11","q","11q24.2",124747474,"Chr11q"
"CTXL","Chr11","q","11q24.2",124747474,"Chr11q"
"ESAM","Chr11","q","11q24.2",124752583,"Chr11q"
"W117M","Chr11","q","11q24.2",124752583,"Chr11q"
"ESAM-AS1","Chr11","q","11q24.2",124759129,"Chr11q"
"MSANTD2","Chr11","q","11q24.2",124766498,"Chr11q"
"C11ORF61","Chr11","q","11q24.2",124766498,"Chr11q"
"FLJ23342","Chr11","q","11q24.2",124766498,"Chr11q"
"MSANTD2-AS1","Chr11","q","11q24.2",124800424,"Chr11q"
"ROBO3","Chr11","q","11q24.2",124865432,"Chr11q"
"FLJ21044","Chr11","q","11q24.2",124865432,"Chr11q"
"HGPPS","Chr11","q","11q24.2",124865432,"Chr11q"
"RBIG1","Chr11","q","11q24.2",124865432,"Chr11q"
"ROBO4","Chr11","q","11q24.2",124883691,"Chr11q"
"ECSM4","Chr11","q","11q24.2",124883691,"Chr11q"
"FLJ20798","Chr11","q","11q24.2",124883691,"Chr11q"
"MRB","Chr11","q","11q24.2",124883691,"Chr11q"
"HEPACAM","Chr11","q","11q24.2",124919205,"Chr11q"
"FLJ25530","Chr11","q","11q24.2",124919205,"Chr11q"
"GLIALCAM","Chr11","q","11q24.2",124919205,"Chr11q"
"HEPN1","Chr11","q","11q24.2",124919250,"Chr11q"
"CCDC15-DT","Chr11","q","11q24.2",124949205,"Chr11q"
"CCDC15","Chr11","q","11q24.2",124954121,"Chr11q"
"FLJ13215","Chr11","q","11q24.2",124954121,"Chr11q"
"SLC37A2","Chr11","q","11q24.2",125063302,"Chr11q"
"FLJ00171","Chr11","q","11q24.2",125063302,"Chr11q"
"SPX2","Chr11","q","11q24.2",125063302,"Chr11q"
"TMEM218","Chr11","q","11q24.2",125094389,"Chr11q"
"KRT18P59","Chr11","q","11q24.2",125113569,"Chr11q"
"PKNOX2-DT","Chr11","q","11q24.2",125158461,"Chr11q"
"PKNOX2-AS1","Chr11","q","11q24.2",125158461,"Chr11q"
"PKNOX2","Chr11","q","11q24.2",125164687,"Chr11q"
"AP001007.1","Chr11","q","11q24.2",125258626,"Chr11q"
"RNU6-321P","Chr11","q","11q24.2",125277552,"Chr11q"
"UNC-76","Chr11","q","11q24.2",125442881,"Chr11q"
"EI24","Chr11","q","11q24.2",125569280,"Chr11q"
